Run,BestFitness
1,0.000993048659384
2,0.0
3,0.000993048659384
4,0.000993048659384
5,0.000993048659384
6,0.000993048659384
7,0.000993048659384
8,0.000993048659384
9,0.000993048659384
10,0.000993048659384
11,0.000993048659384
12,0.000993048659384
13,0.000993048659384
14,0.000993048659384
15,0.000993048659384
16,0.000993048659384
17,0.0
18,0.000993048659384
19,0.000993048659384
20,0.000993048659384
21,0.000993048659384
22,0.000993048659384
23,0.000993048659384
24,0.00198609731877
25,0.000993048659384
26,0.00198609731877
27,0.00297914597815
28,0.000993048659384
29,0.000993048659384
30,0.000993048659384
31,0.000993048659384
32,0.000993048659384
33,0.000993048659384
34,0.000993048659384
35,0.000993048659384
36,0.0
37,0.000993048659384
38,0.000993048659384
39,0.000993048659384
40,0.000993048659384
41,0.000993048659384
42,0.000993048659384
43,0.0
44,0.000993048659384
45,0.000993048659384
46,0.000993048659384
47,0.000993048659384
48,0.000993048659384
49,0.00198609731877
50,0.0
51,0.00198609731877
52,0.000993048659384
53,0.000993048659384
54,0.000993048659384
55,0.000993048659384
56,0.000993048659384
57,0.000993048659384
58,0.0
59,0.000993048659384
60,0.000993048659384
61,0.000993048659384
62,0.00198609731877
63,0.000993048659384
64,0.000993048659384
65,0.00297914597815
66,0.000993048659384
67,0.000993048659384
68,0.000993048659384
69,0.00297914597815
70,0.0
71,0.0
72,0.000993048659384
73,0.000993048659384
74,0.000993048659384
75,0.000993048659384
76,0.00198609731877
77,0.000993048659384
78,0.000993048659384
79,0.0
80,0.000993048659384
81,0.00297914597815
82,0.000993048659384
83,0.000993048659384
84,0.000993048659384
85,0.000993048659384
86,0.000993048659384
87,0.000993048659384
88,0.000993048659384
89,0.000993048659384
90,0.000993048659384
91,0.000993048659384
92,0.000993048659384
93,0.000993048659384
94,0.000993048659384
95,0.000993048659384
96,0.0
97,0.000993048659384
98,0.000993048659384
99,0.000993048659384
100,0.000993048659384
